"STATION","NAME","DATE","AWND","FMTM","PGTM","PRCP","SNOW","SNWD","TAVG","TMAX","TMIN","TSUN","WDF2","WDF5","WESD","WSF2","WSF5","WT01","WT02","WT03","WT04","WT05","WT06","WT07","WT08","WT09","WT11","WT13","WT14","WT15","WT16","WT17","WT18","WT19","WT21","WT22","WV01"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2009-02-13","21.92"," 0839"," 0828","0.00","0.0","0.0",,"46","32",,"  310","  310","0.0","32.0","40.9",,,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2009-02-14","12.30"," 0010"," 0009","0.00","0.0","0.0",,"43","28",,"  310","  310","0.0","25.1","30.0",,,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2009-02-15","13.42"," 1054"," 0815","0.00","0.0","0.0",,"44","29",,"  320","  320","0.0","21.0","25.1",,,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2009-02-16","11.41"," 0952"," 0952","0.00","0.0","0.0",,"41","28",,"  360","  360","0.0","17.9","23.0",,,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2009-02-17","10.07"," 0437"," 0548","0.00","0.0","0.0",,"42","26",,"  360","  360","0.0","19.9","23.0",,,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2009-02-18","12.53"," 1305"," 1304","0.34","0.0","0.0",,"43","27",,"  170","  170","0.0","29.1","36.0","    1",,,,"    1",,,,,,"    1","    1",,"    1",,"    1",,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2009-02-19","17.00"," 2032"," 2027","0.03","0.0","0.0",,"51","28",,"  280","  290","0.0","36.0","44.1","    1",,,,"    1",,,,,,"    1","    1",,"    1",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2009-02-20","23.26"," 0935"," 1016","0.00","0.0","0.0",,"35","24",,"  270","  260","0.0","34.9","42.9",,,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2009-02-21","16.11"," 0307"," 0307","0.00","0.0","0.0",,"41","27",,"  260","  270","0.0","25.9","31.1",,,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2009-02-22","15.21"," 2326"," 2316","0.15","0.0","0.0",,"45","32",,"  290","  290","0.0","32.0","40.0","    1",,,,"    1",,,,,,"    1",,,"    1",,"    1",,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2009-02-23","22.82"," 1910"," 1909","0.00","0.0","0.0",,"36","25",,"  310","  310","0.0","34.9","40.9",,,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2009-02-24","16.78"," 2357"," 0020","0.00","0.0","0.0",,"38","23",,"  300","  310","0.0","29.1","38.0",,,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2009-02-25","8.05"," 2308"," 2242","0.00","0.0","0.0",,"38","24",,"  190","  180","0.0","15.0","19.9",,,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2009-02-26","8.72"," 1909"," 1906","0.00","0.0","0.0",,"47","30",,"  180","  180","0.0","14.1","16.1",,,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2009-02-27","20.80"," 1639"," 1639","0.01","0.0","0.0",,"53","34",,"  180","  170","0.0","33.1","40.0","    1",,,,"    1",,,"    1",,,,"    1",,"    1",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2009-02-28","15.66"," 1222"," 1222","0.00","0.0","0.0",,"52","33",,"  360","   10","0.0","28.0","32.0","    1",,,,"    1",,,,,,,"    1",,"    1",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2009-03-01","13.87"," 2231"," 1107","0.16","1.8","0.0",,"36","29",,"   10","   20","0.0","21.9","25.9","    1",,,,,,,,,,"    1",,,"    1",,"    1",,,"    1",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2009-03-02","21.92"," 1333"," 1333","0.34","5.1","5.0",,"30","17",,"  350","  360","0.0","36.9","45.0","    1","    1",,,,,,"    1","    1",,,,,"    1",,"    1",,,"    1",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2009-03-03","16.55"," 1601"," 2006","0.00","0.0","7.0",,"27","13",,"  330","  310","0.0","23.0","28.0",,,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2009-03-04","9.62"," 1338"," 1337","0.00","0.0","6.0",,"34","17",,"  270","  260","0.0","17.0","23.0",,,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2009-03-05","8.28"," 1905"," 1847","0.00","0.0","5.0",,"38","19",,"  180","  180","0.0","21.9","25.9",,,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2009-03-06","9.40"," 2354"," 2354","0.00","0.0","3.0",,"45","36",,"  190","  200","0.0","17.9","21.0",,,,,,,,,,,,,,"    1",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2009-03-07","8.50"," 1836"," 1839","0.00","0.0","0.0",,"68","39",,"  170","  170","0.0","21.9","25.1",,,,,,,"    1","    1",,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2009-03-08","8.95"," 0842"," 0843","0.00","0.0","0.0",,"66","40",,"  340","  360","0.0","21.0","23.9","    1",,,,"    1",,,"    1",,,,"    1",,"    1",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2009-03-09","10.51"," 0851"," 1445","0.08","0.0","0.0",,"51","39",,"   60","  150","0.0","16.1","17.9","    1",,,,"    1",,,,,,"    1",,,"    1",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2009-03-10","8.28"," 2110"," 2229","0.00","0.0","0.0",,"44","35",,"  140","  130","0.0","15.0","17.0",,,,,"    1",,,,,,,,,"    1",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2009-03-11","11.18"," 2335"," 2227","0.01","0.0","0.0",,"56","41",,"  330","  320","0.0","25.9","32.0","    1",,,,,,,,"    1",,"    1","    1",,"    1",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2009-03-12","16.33"," 0301"," 0223","0.00","0.0","0.0",,"45","33",,"  310","  330","0.0","30.0","36.9",,,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2009-03-13","8.05"," 0354"," 1229","0.00","0.0","0.0",,"37","27",,"   20","  150","0.0","15.0","17.0",,,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2009-03-14","7.61"," 2158"," 2216","0.00","0.0","0.0",,"47","31",,"  190","  190","0.0","14.1","16.1",,,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2009-03-15","4.70"," 0523"," 0522","0.00","0.0","0.0",,"48","40",,"  220","  220","0.0","8.9","10.1",,,,,,,,"    1",,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2009-03-16","8.28"," 1802"," 1729","0.00","0.0","0.0",,"51","34",,"   90","  100","0.0","19.9","23.0",,,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2009-03-17","7.61"," 1552"," 1551","0.00","0.0","0.0",,"49","35",,"  140","  140","0.0","13.0","14.1",,,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2009-03-18","13.87"," 1718"," 1718","0.00","0.0","0.0",,"54","34",,"  180","  180","0.0","25.1","29.1",,,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2009-03-19","6.71"," 2339",,"0.10","0.0","0.0",,"51","39",,"  350",,"0.0","16.1",,"    1",,,,"    1",,,,,,"    1",,,"    1",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2009-03-20","10.96"," 2240"," 2227","0.02","0.1","0.0",,"46","34",,"  350","  350","0.0","17.0","23.9","    1",,,,,,,,,,"    1",,,"    1",,"    1",,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2009-03-21","9.40"," 2135"," 2134","0.00","0.0","0.0",,"44","29",,"  200","  190","0.0","14.1","16.1",,,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2009-03-22","14.32"," 1948"," 1946","0.00","0.0","0.0",,"58","32",,"  310","  310","0.0","25.1","33.1",,,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2009-03-23","15.43"," 2341"," 2340","0.00","0.0","0.0",,"45","28",,"   10","   10","0.0","30.0","36.9",,,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2009-03-24","15.43"," 0001"," 0001","0.00","0.0","0.0",,"49","28",,"  360","  360","0.0","30.0","36.0",,,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2009-03-25","8.28"," 1342"," 1341","0.00","0.0","0.0",,"48","31",,"  170","  180","0.0","14.1","16.1",,,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2009-03-26","8.95"," 0747"," 0746","0.51","0.0","0.0",,"47","36",,"  180","  180","0.0","17.0","19.9","    1",,,,"    1",,,,,,"    1","    1",,"    1",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2009-03-27","7.38"," 2007"," 2010","0.00","0.0","0.0",,"61","42",,"  190","  190","0.0","16.1","17.9","    1",,,,,,,,,,"    1",,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2009-03-28","10.29"," 1745"," 1737","0.15","0.0","0.0",,"59","45",,"   70","   80","0.0","17.9","21.9","    1",,,,"    1",,,,,,"    1","    1",,"    1",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2009-03-29","7.61"," 2340"," 2339","0.55","0.0","0.0",,"54","47",,"  300","  300","0.0","16.1","17.9","    1","    1","    1",,"    1",,,,"    1",,,"    1",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2009-03-30","20.80"," 1650"," 1505","0.00","0.0","0.0",,"56","42",,"  310","  310","0.0","32.0","38.0",,,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2009-03-31","10.74"," 0430"," 0013","0.00","0.0","0.0",,"58","39",,"  320","  310","0.0","17.9","23.0",,,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2009-04-01","12.97"," 1626"," 1625","0.12","0.0","0.0",,"49","42",,"  100","  100","0.0","21.9","25.1","    1",,,,"    1",,,,,,"    1",,,"    1",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2009-04-02","7.61"," 1549"," 1549","0.04","0.0","0.0",,"64","46",,"  110","  110","0.0","17.9","21.0","    1",,,,"    1",,,,,,"    1","    1",,"    1",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2009-04-03","19.01"," 2355"," 2330","0.73","0.0","0.0",,"60","48",,"  260","  240","0.0","36.0","44.1","    1","    1","    1",,"    1",,,,"    1",,"    1",,,"    1",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2009-04-04","24.83"," 0752"," 0653","0.00","0.0","0.0",,"55","49",,"  260","  270","0.0","38.0","46.1",,,,,,,,,,,,,,"    1",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2009-04-05","14.99"," 0035"," 0035","0.00","0.0","0.0",,"66","46",,"  290","  290","0.0","30.0","38.0",,,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2009-04-06","9.62"," 0654"," 0610","0.74","0.0","0.0",,"53","44",,"   90","   80","0.0","21.9","28.0","    1",,"    1",,"    1",,,,,,"    1",,,"    1",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2009-04-07","19.24"," 0407"," 0407","0.00","0.0","0.0",,"49","40",,"  260","  260","0.0","28.0","31.1","    1",,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2009-04-08","14.54"," 1123"," 1122","0.00","0.0","0.0",,"50","36",,"  240","  240","0.0","28.0","31.1",,,,,,,,,,,,,,"    1",,"    1",,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2009-04-09","11.18"," 1506"," 1504","0.00","0.0","0.0",,"59","37",,"  170","  170","0.0","21.9","25.1",,,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2009-04-10","8.28"," 2333"," 1753","0.01","0.0","0.0",,"56","41",,"   20","   90","0.0","16.1","21.0","    1",,,,"    1",,,,,,"    1",,,"    1",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2009-04-11","14.09"," 2257"," 2255","0.83","0.0","0.0",,"50","42",,"  330","  330","0.0","23.9","30.0","    1",,,,"    1",,,"    1",,,"    1",,,"    1",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2009-04-12","20.58"," 1729"," 1547","0.00","0.0","0.0",,"50","37",,"  310","  310","0.0","32.0","40.0",,,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2009-04-13","11.86"," 1816"," 0902","0.00","0.0","0.0",,"58","35",,"  230","  310","0.0","21.0","25.1",,,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2009-04-14","9.84"," 1244"," 1239","0.18","0.0","0.0",,"50","45",,"  100","   90","0.0","17.9","21.9","    1",,,,"    1",,,"    1",,,"    1",,,"    1",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2009-04-15","14.09"," 1155"," 1155","0.16","0.0","0.0",,"56","41",,"   50","   50","0.0","25.9","32.0","    1",,,"    1","    1",,,,,,"    1",,,"    1",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2009-04-16","10.51"," 1057"," 1040","0.00","0.0","0.0",,"62","38",,"   50","   50","0.0","17.0","23.9",,,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2009-04-17","9.17"," 1600"," 1559","0.00","0.0","0.0",,"64","39",,"  180","  180","0.0","19.9","21.9",,,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2009-04-18","10.29"," 1314"," 1313","0.00","0.0","0.0",,"78","50",,"  270","  270","0.0","21.0","23.9",,,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2009-04-19","12.08"," 0830"," 0834","0.00","0.0","0.0",,"61","46",,"   40","   30","0.0","21.0","23.0",,,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2009-04-20","19.46"," 1630"," 1634","1.22","0.0","0.0",,"54","45",,"   70","   80","0.0","33.1","40.0","    1",,"    1",,"    1",,,,,,"    1",,,"    1",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2009-04-21","5.82"," 2227"," 2225","0.08","0.0","0.0",,"55","47",,"  220","  220","0.0","21.0","23.0",,"    1",,,"    1",,,,"    1",,"    1","    1",,"    1",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2009-04-22","10.29"," 2359"," 2352","0.09","0.0","0.0",,"55","47",,"  260","  270","0.0","21.0","25.1","    1",,,,"    1",,,,,,"    1",,,"    1",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2009-04-23","16.11"," 1712"," 1712","0.00","0.0","0.0",,"59","44",,"  300","  310","0.0","25.9","31.1",,,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2009-04-24","10.96"," 1842"," 1737","0.00","0.0","0.0",,"64","41",,"  180","  180","0.0","21.9","25.9",,,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2009-04-25","7.38"," 1649"," 1644","0.00","0.0","0.0",,"69","49",,"  190","  200","0.0","15.0","17.0","    1","    1",,,,,"    1","    1","    1",,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2009-04-26","8.05"," 1454"," 1447","0.00","0.0","0.0",,"86","59",,"  170","  180","0.0","19.9","21.9",,,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2009-04-27","6.04"," 1608"," 1626","0.00","0.0","0.0",,"75","57",,"  150","  150","0.0","13.0","15.0",,,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2009-04-28","12.08"," 2042"," 2042","0.00","0.0","0.0",,"85","59",,"  320","  320","0.0","23.9","25.9",,,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2009-04-29","10.96"," 0157"," 0156","0.04","0.0","0.0",,"70","46",,"  360","  360","0.0","25.9","31.1",,,,,"    1",,,,,,,,,"    1",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2009-04-30","7.83"," 1713"," 1433","0.00","0.0","0.0",,"58","47",,"  110","  120","0.0","16.1","17.9","    1",,,,,,,,,,"    1","    1",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2009-05-01","8.72"," 1533"," 1533","0.22","0.0","0.0",,"67","52",,"  200","  200","0.0","17.0","21.0","    1","    1",,,"    1",,"    1","    1","    1",,,"    1",,"    1",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2009-05-02","9.40"," 0354"," 0354","0.14","0.0","0.0",,"63","52",,"  320","  320","0.0","25.9","32.0","    1",,,,"    1",,,,,,"    1",,,"    1",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2009-05-03","4.25"," 1405"," 1356","0.42","0.0","0.0",,"57","52",,"  160","  170","0.0","10.1","13.0","    1",,,,"    1",,,,,,"    1",,,"    1",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2009-05-04","6.49"," 2224"," 2259","0.50","0.0","0.0",,"56","52",,"   40","   40","0.0","15.0","17.0","    1",,,,"    1",,,,,,"    1",,,"    1",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2009-05-05","10.29"," 2356"," 2356","0.52","0.0","0.0",,"55","50",,"   80","   80","0.0","21.9","25.1","    1",,,,"    1",,,,,,"    1","    1",,"    1",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2009-05-06","8.72"," 2356"," 2356","0.41","0.0","0.0",,"61","50",,"   80","   80","0.0","21.9","25.1","    1",,,,"    1",,,,,,"    1",,,"    1",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2009-05-07","10.07"," 0437"," 0436","0.23","0.0","0.0",,"67","52",,"  190","  180","0.0","19.9","23.9","    1","    1","    1",,"    1",,,,"    1",,,,,"    1",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2009-05-08","7.61"," 1727"," 1726","0.00","0.0","0.0",,"69","55",,"  170","  180","0.0","19.9","23.0","    1",,,,"    1",,,"    1",,,,,,"    1",,,,"    1",,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2009-05-09","7.16"," 2301"," 2307","0.44","0.0","0.0",,"75","57",,"  290","  300","0.0","29.1","34.9",,"    1","    1",,"    1",,"    1","    1","    1",,,,,"    1",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2009-05-10","19.46"," 0904"," 0904","0.00","0.0","0.0",,"72","55",,"  300","  310","0.0","31.1","38.0",,,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2009-05-11","10.96"," 1506"," 0054","0.00","0.0","0.0",,"62","51",,"  180","  310","0.0","21.0","25.1",,,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2009-05-12","8.50"," 1732"," 1427","0.00","0.0","0.0",,"70","49",,"   40","  270","0.0","21.0","28.0",,,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2009-05-13","9.17"," 1407"," 2325","0.00","0.0","0.0",,"63","47",,"  140","  150","0.0","16.1","17.0",,,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2009-05-14","19.24"," 1527"," 1458","0.19","0.0","0.0",,"64","55",,"  170","  170","0.0","31.1","38.9","    1",,,,"    1",,,"    1",,,,,,"    1",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2009-05-15","5.82"," 1528"," 0015","0.00","0.0","0.0",,"71","56",,"  170","  180","0.0","13.0","15.0","    1","    1",,,,,"    1","    1","    1",,"    1",,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2009-05-16","11.86"," 1613"," 1611","0.00","0.0","0.0",,"65","56",,"  160","  160","0.0","25.1","31.1","    1","    1","    1",,,,"    1","    1","    1",,,,,"    1",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2009-05-17","14.32"," 0620"," 0608","0.00","0.0","0.0",,"63","53",,"  330","  330","0.0","31.1","38.9","    1",,"    1",,"    1",,,,,,"    1",,,"    1",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2009-05-18","9.84"," 0002"," 0001","0.00","0.0","0.0",,"60","50",,"  360","  350","0.0","19.9","21.9",,,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2009-05-19","9.40"," 1713"," 1906","0.00","0.0","0.0",,"65","44",,"  190","  180","0.0","19.9","21.0",,,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2009-05-20","11.18"," 1721"," 1721","0.00","0.0","0.0",,"73","50",,"  180","  190","0.0","23.9","25.9",,,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2009-05-21","12.97"," 1553"," 1558","0.00","0.0","0.0",,"72","53",,"  180","  190","0.0","25.9","31.1",,,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2009-05-22","8.72"," 1534"," 1531","0.00","0.0","0.0",,"77","57",,"  180","  180","0.0","16.1","17.9",,,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2009-05-23","10.51"," 1528"," 1523","0.00","0.0","0.0",,"73","57",,"  100","  100","0.0","19.9","23.0","    1",,,,,,,"    1",,,"    1",,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2009-05-24","5.59"," 1500"," 1501","0.07","0.0","0.0",,"76","58",,"  170","  180","0.0","16.1","17.0","    1",,"    1",,,,,"    1",,,"    1",,,"    1",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2009-05-25","6.93"," 0752"," 2343","0.00","0.0","0.0",,"80","62",,"  360","   40","0.0","15.0","17.9","    1",,,,,,,,,,"    1",,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2009-05-26","14.09"," 1102"," 1249","0.01","0.0","0.0",,"66","52",,"  100","   60","0.0","23.9","30.0",,,,,"    1",,,,,,,,,"    1",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2009-05-27","7.16"," 0400"," 0347","0.01","0.0","0.0",,"68","53",,"   80","   80","0.0","15.0","17.0","    1",,,,,,,,,,"    1","    1",,"    1",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2009-05-28","8.05"," 1107"," 2243","0.20","0.0","0.0",,"61","55",,"  110","   90","0.0","16.1","17.9","    1","    1",,,"    1",,,,"    1",,,"    1",,"    1",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2009-05-29","6.26"," 0600"," 0601","1.03","0.0","0.0",,"69","54",,"  110","  110","0.0","16.1","17.9","    1",,,,"    1",,"    1","    1",,,"    1","    1",,"    1",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2009-05-30","10.29"," 1537"," 1619","0.00","0.0","0.0",,"77","61",,"  240","  230","0.0","21.9","25.1",,,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2009-05-31","12.08"," 2056"," 2158","0.00","0.0","0.0",,"80","56",,"  330","  360","0.0","25.1","30.0",,,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2009-06-01","12.53"," 1902"," 0116","0.00","0.0","0.0",,"65","50",,"  180","  340","0.0","21.9","28.0",,,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2009-06-02","8.95"," 0823"," 0822","0.21","0.0","0.0",,"81","60",,"  240","  230","0.0","23.9","28.0",,,,,"    1",,,,,,,,,"    1",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2009-06-03","8.72"," 0357"," 0356","0.35","0.0","0.0",,"73","56",,"  280","  280","0.0","21.9","25.9","    1",,"    1",,"    1",,,,,,,,,"    1",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2009-06-04","5.82"," 0223"," 0223","0.57","0.0","0.0",,"65","55",,"   30","   30","0.0","12.1","13.0","    1",,,,"    1",,,,,,"    1",,,"    1",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2009-06-05","9.62"," 1609"," 0758","0.61","0.0","0.0",,"60","57",,"   40","   70","0.0","17.0","21.9","    1",,,,"    1",,,,,,"    1",,,"    1",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2009-06-06","8.95"," 1617"," 1719","0.00","0.0","0.0",,"73","58",,"  180","  180","0.0","17.0","17.9",,,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2009-06-07","9.62"," 1902"," 1844","0.00","0.0","0.0",,"78","62",,"  180","  180","0.0","21.0","25.9",,,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2009-06-08","8.95"," 1600"," 1603","0.00","0.0","0.0",,"76","60",,"  110","  110","0.0","17.9","21.0","    1",,,,"    1",,"    1","    1",,,"    1",,,"    1",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2009-06-09","7.83"," 0732"," 0915","1.11","0.0","0.0",,"70","61",,"  190","  190","0.0","15.0","23.0","    1","    1","    1",,"    1",,,,,,,,,"    1",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2009-06-10","6.93"," 1803"," 1744","0.00","0.0","0.0",,"70","61",,"  110","  110","0.0","14.1","17.0","    1",,,,,,,,,,"    1","    1",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2009-06-11","8.05"," 0226"," 0225","0.05","0.0","0.0",,"65","61",,"   40","   40","0.0","16.1","17.9","    1","    1",,,"    1",,,"    1","    1",,"    1",,,"    1",,,,,,
